,p_current_age,p_age_first_offense,p_charge,p_jail30,p_prison,p_probation,race_black,race_white,race_hispanic,race_asian,race_native,recid_use(label)
1428,48,24,20,0,0,5,0,1,0,0,0,0
1429,35,17,27,0,1,5,1,0,0,0,0,1
1430,24,24,1,0,0,0,1,0,0,0,0,0
1431,25,21,9,0,0,2,0,1,0,0,0,0
1432,18,18,3,0,0,0,0,0,1,0,0,1
1433,24,19,12,1,1,1,1,0,0,0,0,0
1434,26,26,4,0,0,0,0,1,0,0,0,1
1435,28,28,1,0,0,0,0,1,0,0,0,0
1436,23,19,12,0,0,1,1,0,0,0,0,1
1437,41,41,4,0,0,0,0,1,0,0,0,0
1438,20,18,6,0,0,0,1,0,0,0,0,1
1439,20,20,2,0,0,0,1,0,0,0,0,0
1440,39,39,2,0,0,0,0,1,0,0,0,0
1441,27,16,30,0,0,3,1,0,0,0,0,0
1442,26,26,6,0,0,0,1,0,0,0,0,0
1443,35,35,6,0,0,0,0,1,0,0,0,1
1444,23,19,7,0,0,1,0,1,0,0,0,0
1445,33,17,27,0,0,4,1,0,0,0,0,0
1446,34,34,1,0,0,0,0,0,0,0,0,0
1447,60,60,1,0,0,0,0,0,1,0,0,0
1448,19,19,1,0,0,0,0,1,0,0,0,0
1449,26,19,20,1,1,2,1,0,0,0,0,1
1450,37,37,1,0,0,0,1,0,0,0,0,0
1451,34,23,6,0,0,1,1,0,0,0,0,0
1452,22,22,3,0,0,0,1,0,0,0,0,1
1453,66,66,2,0,0,0,0,1,0,0,0,0
1454,25,16,4,0,0,0,1,0,0,0,0,0
1455,18,18,1,0,0,0,0,1,0,0,0,1
1456,25,21,2,0,0,0,1,0,0,0,0,0
1457,39,39,3,0,0,0,0,1,0,0,0,0
1458,23,18,4,0,0,0,0,1,0,0,0,0
1459,23,23,4,0,0,0,1,0,0,0,0,0
1460,19,19,1,0,0,0,1,0,0,0,0,0
1461,18,18,3,0,0,0,0,1,0,0,0,0
1462,27,24,2,0,0,0,1,0,0,0,0,0
1463,43,25,13,0,0,2,0,1,0,0,0,0
1464,23,21,3,0,0,0,1,0,0,0,0,0
1465,29,29,4,0,0,0,1,0,0,0,0,1
1466,37,31,2,0,0,0,1,0,0,0,0,0
1467,32,32,4,0,0,0,0,1,0,0,0,0
1468,28,23,7,0,0,1,1,0,0,0,0,1
1469,34,34,1,0,0,0,0,0,0,0,1,1
1470,48,48,1,0,0,0,1,0,0,0,0,0
1471,54,28,14,0,0,2,1,0,0,0,0,1
1472,28,19,8,0,0,1,1,0,0,0,0,0
1473,19,19,17,0,0,0,0,0,1,0,0,0
1474,41,19,23,0,4,3,1,0,0,0,0,0
1475,45,20,15,1,5,0,1,0,0,0,0,1
1476,23,23,1,0,0,0,0,1,0,0,0,0
1477,53,53,2,0,0,0,0,1,0,0,0,0
1478,56,45,5,0,1,2,1,0,0,0,0,1
1479,40,40,1,0,0,0,1,0,0,0,0,0
1480,18,18,5,0,0,0,0,0,0,0,0,0
1481,29,21,43,1,1,5,1,0,0,0,0,1
1482,29,21,45,1,1,5,1,0,0,0,0,1
1483,22,22,1,0,0,0,0,0,1,0,0,0
1484,39,38,4,0,0,0,1,0,0,0,0,0
1485,56,56,3,0,0,0,0,1,0,0,0,0
1486,43,41,2,0,0,0,0,1,0,0,0,1
1487,48,48,1,0,0,0,0,1,0,0,0,1
1488,43,36,7,0,4,0,1,0,0,0,0,0
1489,31,26,6,0,0,2,1,0,0,0,0,0
1490,27,17,26,1,1,3,1,0,0,0,0,1
1491,40,20,4,0,0,0,1,0,0,0,0,0
1492,42,25,12,0,0,1,1,0,0,0,0,1
1493,29,17,16,0,0,1,1,0,0,0,0,0
1494,28,20,13,0,0,1,0,0,0,0,0,0
1495,30,20,3,0,0,0,1,0,0,0,0,0
1496,22,18,6,0,0,1,0,1,0,0,0,0
1497,31,31,1,0,0,0,1,0,0,0,0,0
1498,35,35,1,0,0,0,0,1,0,0,0,1
1499,62,51,11,0,5,1,1,0,0,0,0,0
1500,25,21,8,0,0,0,1,0,0,0,0,0
1501,18,17,7,0,0,0,1,0,0,0,0,0
1502,48,48,1,0,0,0,1,0,0,0,0,0
1503,32,22,3,0,0,0,1,0,0,0,0,0
1504,58,37,10,0,0,1,1,0,0,0,0,0
1505,23,23,3,0,0,0,1,0,0,0,0,0
1506,23,23,2,0,0,0,1,0,0,0,0,0
1507,30,29,5,0,0,1,1,0,0,0,0,0
1508,40,29,3,0,0,0,0,1,0,0,0,0
1509,22,21,1,0,0,0,1,0,0,0,0,0
1510,27,19,14,0,0,2,1,0,0,0,0,0
1511,32,29,2,0,0,1,0,1,0,0,0,0
1512,30,30,5,0,0,0,0,1,0,0,0,0
1513,31,20,3,0,0,0,0,1,0,0,0,0
1514,27,21,4,0,0,1,1,0,0,0,0,0
1515,47,22,10,0,0,3,1,0,0,0,0,0
1516,18,18,3,0,0,0,1,0,0,0,0,0
1517,28,18,39,0,1,1,0,0,1,0,0,1
1518,20,20,1,0,0,0,1,0,0,0,0,0
1519,22,22,3,0,0,0,1,0,0,0,0,0
1520,21,21,1,0,0,0,0,1,0,0,0,0
1521,28,19,26,0,1,4,1,0,0,0,0,1
1522,58,58,1,0,0,0,1,0,0,0,0,0
1523,29,28,2,0,0,0,0,0,0,0,0,0
1524,44,44,1,0,0,0,0,1,0,0,0,0
1525,33,28,14,0,0,1,0,1,0,0,0,0
1526,32,32,2,0,0,0,1,0,0,0,0,0
1527,39,37,3,1,1,0,0,0,0,1,0,1
1528,20,20,2,0,1,0,1,0,0,0,0,1
1529,20,20,4,1,1,0,1,0,0,0,0,0
1530,25,19,8,0,0,0,1,0,0,0,0,0
1531,18,18,4,0,0,0,0,0,1,0,0,1
1532,43,16,4,0,0,0,0,1,0,0,0,0
1533,38,28,15,0,0,0,0,0,1,0,0,1
1534,21,20,2,0,0,0,1,0,0,0,0,1
1535,31,31,1,0,0,0,0,1,0,0,0,0
1536,30,19,16,0,0,1,1,0,0,0,0,1
1537,23,23,3,0,0,0,0,0,1,0,0,0
1538,49,49,8,1,1,0,0,1,0,0,0,0
1539,21,19,7,0,0,0,1,0,0,0,0,0
1540,40,18,17,0,3,5,0,1,0,0,0,0
1541,29,29,1,0,0,0,0,1,0,0,0,0
1542,31,20,6,0,0,0,0,0,0,0,0,0
1543,46,43,10,0,0,0,0,1,0,0,0,0
1544,21,21,3,0,0,0,0,1,0,0,0,0
1545,23,22,7,0,0,0,1,0,0,0,0,0
1546,39,39,1,0,0,0,0,1,0,0,0,0
1547,19,18,3,0,0,0,1,0,0,0,0,1
1548,19,18,6,0,0,0,1,0,0,0,0,0
1549,33,33,1,0,0,0,0,0,1,0,0,0
1550,37,37,1,0,0,0,0,1,0,0,0,0
1551,35,30,7,0,0,0,0,1,0,0,0,1
1552,50,50,2,0,0,0,0,1,0,0,0,0
1553,18,18,3,0,0,0,0,0,0,0,0,1
1554,47,40,3,0,0,0,0,1,0,0,0,1
1555,39,35,8,0,0,0,1,0,0,0,0,0
1556,19,16,5,0,0,0,0,1,0,0,0,1
1557,19,16,6,0,0,0,0,1,0,0,0,0
1558,22,19,6,0,0,0,1,0,0,0,0,0
1559,40,32,5,0,0,1,1,0,0,0,0,1
1560,21,21,2,0,0,0,1,0,0,0,0,0
1561,34,34,3,0,0,0,0,1,0,0,0,0
1562,21,14,15,1,1,0,0,1,0,0,0,0
1563,24,24,1,0,0,0,0,0,0,0,0,0
1564,18,18,1,0,0,0,0,0,0,0,0,0
1565,32,31,3,0,0,0,1,0,0,0,0,1
1566,22,22,2,0,0,0,0,1,0,0,0,0
1567,45,39,6,0,0,1,0,1,0,0,0,0
1568,58,58,1,0,0,0,0,0,0,0,0,0
1569,27,27,1,0,0,0,1,0,0,0,0,0
1570,19,18,7,0,0,0,1,0,0,0,0,0
1571,50,50,1,0,0,0,0,1,0,0,0,0
1572,24,24,1,0,0,0,0,1,0,0,0,0
1573,24,24,3,0,0,0,0,0,0,0,0,0
1574,23,19,8,0,0,0,0,1,0,0,0,0
1575,44,20,6,0,0,0,1,0,0,0,0,0
1576,44,44,3,0,0,0,1,0,0,0,0,0
1577,27,19,24,0,1,4,1,0,0,0,0,1
1578,38,38,4,0,0,0,0,1,0,0,0,0
1579,23,18,17,0,0,0,1,0,0,0,0,0
1580,20,17,3,0,0,0,1,0,0,0,0,0
1581,28,28,3,0,0,0,0,1,0,0,0,0
1582,68,36,25,0,1,3,0,1,0,0,0,1
1583,48,32,6,0,0,0,1,0,0,0,0,0
1584,43,23,23,1,5,5,0,0,0,0,1,0
1585,52,22,41,0,5,2,1,0,0,0,0,1
1586,46,46,1,0,0,0,0,1,0,0,0,0
1587,23,19,10,0,0,1,1,0,0,0,0,1
1588,45,45,3,0,0,0,0,1,0,0,0,0
1589,24,24,1,0,0,0,1,0,0,0,0,0
1590,21,17,8,0,0,0,0,1,0,0,0,1
1591,34,18,48,1,3,4,1,0,0,0,0,1
1592,18,18,2,0,0,0,1,0,0,0,0,0
1593,24,19,17,0,0,0,1,0,0,0,0,1
1594,27,24,9,0,0,0,0,1,0,0,0,1
1595,28,24,11,0,0,0,0,1,0,0,0,1
1596,28,24,13,0,0,0,0,1,0,0,0,1
1597,68,68,3,0,0,0,0,1,0,0,0,0
1598,34,19,29,0,1,4,0,1,0,0,0,1
1599,43,28,10,0,0,1,1,0,0,0,0,1
1600,35,24,28,0,0,4,1,0,0,0,0,0
1601,26,26,5,0,0,0,1,0,0,0,0,0
1602,34,18,21,0,1,1,1,0,0,0,0,1
1603,34,18,23,0,1,1,1,0,0,0,0,1
1604,35,18,26,0,1,2,1,0,0,0,0,0
1605,35,30,3,0,0,1,0,0,1,0,0,0
1606,24,24,2,0,0,0,0,1,0,0,0,0
1607,18,18,1,0,0,0,0,0,0,0,0,1
1608,41,41,1,0,0,0,0,0,1,0,0,0
1609,27,18,10,0,0,0,0,1,0,0,0,0
1610,27,27,1,0,0,0,1,0,0,0,0,0
1611,21,21,7,0,0,0,0,0,0,0,0,0
1612,37,29,5,0,0,0,1,0,0,0,0,0
1613,30,29,4,0,0,0,0,1,0,0,0,0
1614,28,0,3,0,0,0,0,0,1,0,0,0
1615,58,56,3,0,0,0,0,1,0,0,0,0
1616,28,20,9,0,0,0,0,1,0,0,0,0
1617,59,59,2,0,0,0,0,1,0,0,0,0
1618,25,20,5,0,1,0,0,1,0,0,0,1
1619,45,36,18,0,0,1,0,1,0,0,0,0
1620,38,38,2,0,0,0,0,1,0,0,0,0
1621,22,22,2,0,0,0,0,1,0,0,0,0
1622,27,18,10,0,0,1,1,0,0,0,0,1
1623,60,60,4,0,0,0,0,1,0,0,0,0
1624,30,18,10,0,2,1,1,0,0,0,0,1
1625,40,40,1,0,0,0,0,1,0,0,0,1
1626,22,19,6,0,0,1,1,0,0,0,0,1
1627,48,48,2,0,0,0,1,0,0,0,0,0
1628,27,27,2,0,0,0,0,0,1,0,0,1
1629,19,19,1,0,0,0,1,0,0,0,0,0
1630,20,19,1,0,0,0,1,0,0,0,0,0
1631,56,56,1,0,0,0,0,1,0,0,0,0
1632,20,19,5,0,0,0,1,0,0,0,0,0
1633,35,29,4,0,0,1,1,0,0,0,0,1
1634,30,19,4,0,0,0,0,1,0,0,0,0
1635,20,18,9,0,0,1,1,0,0,0,0,0
1636,33,33,1,0,0,0,1,0,0,0,0,1
1637,29,28,2,0,0,0,1,0,0,0,0,0
1638,26,20,7,0,0,0,1,0,0,0,0,1
1639,41,41,1,0,0,0,1,0,0,0,0,0
1640,38,20,6,0,0,0,1,0,0,0,0,0
1641,51,23,12,0,0,2,1,0,0,0,0,1
1642,39,39,4,0,0,0,0,0,1,0,0,1
1643,18,18,2,0,0,0,1,0,0,0,0,1
1644,19,19,2,0,0,0,1,0,0,0,0,0
1645,46,43,4,0,0,0,0,1,0,0,0,0
1646,50,46,15,0,0,2,0,0,1,0,0,1
1647,38,38,1,0,0,0,0,0,0,0,0,0
1648,34,34,1,0,0,0,0,1,0,0,0,0
1649,19,19,2,0,0,0,1,0,0,0,0,0
1650,18,18,3,0,0,0,0,0,0,0,0,0
1651,42,39,2,0,0,0,1,0,0,0,0,0
1652,19,15,5,0,0,0,0,1,0,0,0,0
1653,33,31,15,0,0,0,0,1,0,0,0,1
1654,49,45,3,0,0,0,1,0,0,0,0,1
1655,46,46,1,0,0,0,0,1,0,0,0,0
1656,26,18,17,1,1,1,1,0,0,0,0,1
1657,45,45,1,0,0,0,0,1,0,0,0,1
1658,45,45,1,0,0,0,1,0,0,0,0,0
1659,18,17,7,0,0,0,1,0,0,0,0,1
1660,32,17,23,0,3,1,1,0,0,0,0,0
1661,43,43,3,0,0,0,0,0,0,0,1,0
1662,43,41,8,0,0,0,1,0,0,0,0,1
1663,31,24,7,0,0,2,1,0,0,0,0,1
1664,18,18,1,0,0,0,0,1,0,0,0,1
1665,51,22,5,0,0,0,0,1,0,0,0,0
1666,20,20,2,0,0,0,1,0,0,0,0,0
1667,25,25,3,0,0,0,0,1,0,0,0,0
1668,22,22,1,0,0,0,0,1,0,0,0,0
1669,28,18,4,0,0,1,1,0,0,0,0,1
1670,47,33,7,0,3,2,0,1,0,0,0,0
1671,33,30,6,0,0,0,1,0,0,0,0,1
1672,39,33,4,0,0,0,1,0,0,0,0,0
1673,23,19,7,0,0,0,1,0,0,0,0,0
1674,33,33,3,0,0,0,0,1,0,0,0,1
1675,30,29,5,0,0,0,0,1,0,0,0,0
1676,21,17,14,0,0,2,0,0,1,0,0,0
1677,40,40,1,0,0,0,0,1,0,0,0,0
1678,18,18,4,0,0,0,1,0,0,0,0,1
1679,25,25,1,0,0,0,1,0,0,0,0,0
1680,18,18,2,0,0,0,0,1,0,0,0,0
1681,23,23,1,0,0,0,0,1,0,0,0,1
1682,23,23,8,0,0,0,0,1,0,0,0,0
1683,32,32,2,0,0,0,0,1,0,0,0,0
1684,46,46,3,0,4,0,0,1,0,0,0,1
1685,42,42,1,0,0,0,0,1,0,0,0,1
1686,25,25,1,0,0,0,0,1,0,0,0,0
1687,33,22,36,0,0,1,1,0,0,0,0,1
1688,31,25,12,0,0,0,1,0,0,0,0,0
1689,42,18,17,0,1,5,1,0,0,0,0,1
1690,24,19,14,0,1,2,1,0,0,0,0,1
1691,22,20,2,0,0,0,1,0,0,0,0,0
1692,18,16,4,0,0,0,1,0,0,0,0,0
1693,46,40,3,0,0,0,1,0,0,0,0,0
1694,34,29,3,0,0,0,0,1,0,0,0,0
1695,22,19,10,0,0,0,1,0,0,0,0,1
1696,35,33,2,0,0,1,0,1,0,0,0,1
1697,37,29,5,0,0,2,0,1,0,0,0,0
1698,21,20,5,0,0,0,0,1,0,0,0,1
1699,39,23,15,0,0,1,0,1,0,0,0,0
1700,41,41,2,0,0,0,0,1,0,0,0,0
1701,50,27,4,0,0,1,1,0,0,0,0,0
1702,36,36,1,0,0,0,0,1,0,0,0,0
1703,45,18,56,1,5,4,1,0,0,0,0,1
1704,26,20,5,0,0,1,1,0,0,0,0,1
1705,46,18,26,0,0,3,0,1,0,0,0,0
1706,33,18,3,0,0,0,0,1,0,0,0,0
1707,33,33,1,0,0,0,0,0,1,0,0,0
1708,21,20,8,0,0,0,1,0,0,0,0,1
1709,23,18,4,0,0,0,1,0,0,0,0,0
1710,28,22,21,0,0,0,1,0,0,0,0,1
1711,27,14,28,0,0,1,1,0,0,0,0,1
1712,22,18,8,0,0,0,0,1,0,0,0,0
1713,31,28,2,0,0,0,0,0,1,0,0,1
1714,23,22,2,0,0,0,1,0,0,0,0,0
1715,57,57,2,0,0,0,0,0,1,0,0,0
1716,18,18,1,0,0,0,1,0,0,0,0,0
1717,21,21,4,0,0,0,0,1,0,0,0,0
1718,38,18,9,0,0,0,0,1,0,0,0,0
1719,26,21,4,0,0,0,0,0,0,0,0,1
1720,45,43,4,0,0,0,0,0,1,0,0,1
1721,21,21,1,0,0,0,1,0,0,0,0,0
1722,28,28,3,0,0,0,0,0,1,0,0,0
1723,30,28,5,0,0,0,0,1,0,0,0,0
1724,23,13,15,0,0,2,0,1,0,0,0,1
1725,29,25,4,0,0,0,0,1,0,0,0,0
1726,18,18,3,0,0,0,1,0,0,0,0,0
1727,35,32,5,0,0,2,1,0,0,0,0,0
1728,21,21,3,0,0,0,0,1,0,0,0,0
1729,18,18,4,0,0,0,0,1,0,0,0,1
1730,22,20,2,0,0,0,1,0,0,0,0,1
1731,21,21,2,0,0,0,0,0,1,0,0,0
1732,28,18,20,1,1,5,1,0,0,0,0,1
1733,26,26,1,0,0,0,0,1,0,0,0,1
1734,30,30,1,0,0,0,0,0,1,0,0,0
1735,33,26,4,1,1,0,0,0,1,0,0,0
1736,51,40,7,0,0,0,0,0,0,0,0,0
1737,49,49,2,0,0,0,1,0,0,0,0,0
1738,43,18,36,1,5,1,1,0,0,0,0,1
1739,23,18,15,0,0,1,1,0,0,0,0,1
1740,19,19,4,0,0,0,0,1,0,0,0,0
1741,27,27,4,0,0,0,0,1,0,0,0,1
1742,21,18,4,0,0,0,1,0,0,0,0,1
1743,42,18,6,0,0,2,0,1,0,0,0,0
1744,36,28,9,0,0,1,1,0,0,0,0,0
1745,24,24,1,0,0,0,0,1,0,0,0,0
1746,52,48,4,0,0,0,0,1,0,0,0,1
1747,24,24,7,0,0,0,0,0,1,0,0,0
1748,54,54,1,0,0,0,0,1,0,0,0,0
1749,21,18,4,0,0,0,0,1,0,0,0,1
1750,24,24,4,0,0,0,0,0,1,0,0,0
1751,32,19,19,0,2,3,1,0,0,0,0,1
1752,27,19,11,0,0,2,1,0,0,0,0,1
1753,42,42,4,0,0,0,1,0,0,0,0,0
1754,58,48,23,0,2,5,0,1,0,0,0,0
1755,24,19,5,0,1,0,1,0,0,0,0,1
1756,26,20,6,0,0,0,1,0,0,0,0,0
1757,36,29,7,0,0,0,1,0,0,0,0,1
1758,50,50,1,0,0,0,0,1,0,0,0,0
1759,23,19,8,0,0,1,1,0,0,0,0,0
1760,21,19,12,0,0,0,0,1,0,0,0,0
1761,19,18,3,0,0,0,1,0,0,0,0,1
1762,48,48,1,0,0,0,0,1,0,0,0,0
1763,40,17,30,1,3,3,0,1,0,0,0,0
1764,18,18,3,0,0,0,1,0,0,0,0,1
1765,47,47,3,0,0,0,0,1,0,0,0,0
1766,33,33,1,0,0,0,0,1,0,0,0,0
1767,36,36,3,0,0,0,0,1,0,0,0,0
1768,51,25,15,0,2,5,1,0,0,0,0,0
1769,26,26,2,0,0,0,1,0,0,0,0,0
1770,24,24,1,0,1,0,0,1,0,0,0,0
1771,38,21,6,0,0,1,1,0,0,0,0,1
1772,21,19,2,0,0,0,1,0,0,0,0,1
1773,32,32,1,0,0,0,0,1,0,0,0,0
1774,18,18,3,0,0,0,1,0,0,0,0,0
1775,47,22,22,0,2,2,1,0,0,0,0,1
1776,25,20,4,0,0,1,1,0,0,0,0,1
1777,22,22,1,0,0,0,1,0,0,0,0,0
1778,52,48,5,0,0,0,1,0,0,0,0,0
1779,19,19,2,0,0,0,1,0,0,0,0,0
1780,24,24,2,0,0,0,1,0,0,0,0,0
1781,53,53,1,0,0,0,0,0,0,0,0,0
1782,43,31,7,0,0,1,0,0,0,0,0,0
1783,25,18,10,1,1,0,1,0,0,0,0,0
1784,30,19,14,0,0,3,1,0,0,0,0,0
1785,29,29,1,0,0,0,1,0,0,0,0,0
1786,23,22,2,0,0,0,1,0,0,0,0,0
1787,31,31,1,0,0,0,0,1,0,0,0,0
1788,30,30,1,0,0,0,0,0,0,0,0,0
1789,30,30,2,0,0,0,1,0,0,0,0,0
1790,34,22,21,0,2,3,1,0,0,0,0,1
1791,47,47,2,0,0,0,1,0,0,0,0,0
1792,45,45,1,0,0,0,0,1,0,0,0,1
1793,49,32,18,0,0,0,1,0,0,0,0,0
1794,24,17,11,0,0,1,1,0,0,0,0,1
1795,38,27,17,0,0,2,1,0,0,0,0,1
1796,22,22,1,0,0,0,1,0,0,0,0,0
1797,18,17,2,0,0,0,1,0,0,0,0,0
1798,51,51,1,0,0,0,0,1,0,0,0,0
1799,47,47,2,0,0,0,0,1,0,0,0,0
1800,19,19,3,0,0,0,1,0,0,0,0,1
1801,43,22,19,0,0,3,0,1,0,0,0,1
1802,71,71,2,0,0,0,0,1,0,0,0,0
1803,34,34,1,0,0,0,0,0,1,0,0,0
1804,35,35,1,0,0,0,1,0,0,0,0,0
1805,25,25,3,0,0,0,0,1,0,0,0,1
1806,22,22,5,0,0,0,1,0,0,0,0,1
1807,50,46,4,0,0,1,0,1,0,0,0,0
1808,19,15,9,0,0,0,1,0,0,0,0,0
1809,52,21,41,1,5,3,0,1,0,0,0,1
1810,53,21,42,2,5,3,0,1,0,0,0,1
1811,21,18,2,0,0,0,1,0,0,0,0,1
1812,21,18,6,0,0,0,1,0,0,0,0,1
1813,39,39,5,0,0,0,0,0,1,0,0,0
1814,50,50,1,0,0,0,0,0,0,0,0,0
1815,31,31,2,0,0,0,1,0,0,0,0,0
1816,23,21,4,0,0,0,1,0,0,0,0,0
1817,42,30,7,0,0,1,0,1,0,0,0,0
1818,25,25,1,0,0,0,0,1,0,0,0,0
1819,26,18,30,0,0,1,0,1,0,0,0,1
1820,53,52,4,0,0,0,0,1,0,0,0,0
1821,33,22,23,0,0,3,1,0,0,0,0,0
1822,53,27,4,0,0,0,1,0,0,0,0,0
1823,24,20,9,0,0,1,0,1,0,0,0,1
1824,26,21,27,0,0,1,1,0,0,0,0,0
1825,35,24,5,0,1,0,0,1,0,0,0,0
1826,29,29,3,0,0,0,1,0,0,0,0,1
1827,38,17,38,1,4,4,1,0,0,0,0,1
1828,32,29,6,0,1,0,1,0,0,0,0,0
1829,20,18,5,0,0,0,1,0,0,0,0,1
1830,43,37,6,0,0,1,1,0,0,0,0,0
1831,28,22,25,0,0,4,1,0,0,0,0,0
1832,40,20,17,0,0,3,1,0,0,0,0,1
1833,31,30,6,0,0,0,0,1,0,0,0,1
1834,20,20,2,0,0,0,0,1,0,0,0,1
1835,32,32,2,0,0,0,1,0,0,0,0,0
1836,51,51,1,0,0,0,0,1,0,0,0,0
1837,22,17,8,0,1,1,1,0,0,0,0,1
1838,22,21,4,0,0,0,0,1,0,0,0,1
1839,21,21,3,0,0,0,0,0,1,0,0,0
1840,58,58,1,0,0,0,0,1,0,0,0,0
1841,39,39,1,0,0,0,0,1,0,0,0,0
1842,24,22,3,0,0,0,0,1,0,0,0,1
1843,25,25,3,0,0,0,1,0,0,0,0,1
1844,21,21,2,0,0,0,0,1,0,0,0,0
1845,36,36,4,0,0,0,0,1,0,0,0,0
1846,18,16,4,0,0,0,0,1,0,0,0,1
1847,24,19,6,0,0,2,1,0,0,0,0,0
1848,36,36,3,0,0,0,0,1,0,0,0,0
1849,26,24,4,0,0,0,0,1,0,0,0,0
1850,26,20,3,0,0,1,0,1,0,0,0,0
1851,34,34,1,0,0,0,0,1,0,0,0,1
1852,41,17,17,0,2,2,1,0,0,0,0,0
1853,24,24,2,0,0,0,1,0,0,0,0,0
1854,24,19,20,0,0,1,1,0,0,0,0,1
1855,58,58,1,0,0,0,0,1,0,0,0,0
1856,25,21,3,0,0,0,1,0,0,0,0,0
1857,29,27,3,0,1,1,0,1,0,0,0,1
1858,41,41,1,0,0,0,0,1,0,0,0,0
1859,20,18,7,0,0,0,0,0,0,0,0,1
1860,21,18,8,0,0,0,0,0,0,0,0,0
1861,20,19,4,0,0,0,1,0,0,0,0,0
1862,30,30,3,0,0,0,1,0,0,0,0,0
1863,27,17,5,0,0,0,0,0,0,0,0,0
1864,42,37,5,0,0,0,1,0,0,0,0,0
1865,30,27,8,0,0,1,0,0,0,0,0,0
1866,25,23,5,0,0,0,1,0,0,0,0,1
1867,24,24,1,0,0,0,1,0,0,0,0,0
1868,18,18,2,0,0,0,0,1,0,0,0,1
1869,37,18,4,0,0,0,0,0,1,0,0,0
1870,60,60,3,0,0,0,0,1,0,0,0,0
1871,45,45,1,0,0,0,0,1,0,0,0,0
1872,59,40,8,0,3,2,1,0,0,0,0,1
1873,25,17,7,1,1,2,1,0,0,0,0,0
1874,53,45,4,0,0,0,0,1,0,0,0,0
1875,19,17,7,0,0,0,1,0,0,0,0,1
1876,20,17,12,0,0,0,1,0,0,0,0,1
1877,22,18,11,0,0,1,1,0,0,0,0,1
1878,19,19,4,0,0,0,1,0,0,0,0,1
1879,34,16,13,0,0,1,1,0,0,0,0,0
1880,29,29,2,0,0,0,1,0,0,0,0,0
1881,36,25,4,0,0,1,0,0,0,0,0,1
1882,36,25,7,0,0,1,0,0,0,0,0,0
1883,50,50,1,0,0,0,0,1,0,0,0,0
1884,30,30,1,0,0,0,0,1,0,0,0,0
1885,23,23,2,0,0,0,0,1,0,0,0,0
1886,18,18,2,0,0,0,1,0,0,0,0,0
1887,66,32,43,1,5,5,1,0,0,0,0,0
1888,23,23,1,0,0,0,1,0,0,0,0,0
1889,38,38,3,0,0,0,0,1,0,0,0,0
1890,42,42,3,0,0,0,1,0,0,0,0,1
1891,28,17,46,0,2,0,1,0,0,0,0,1
1892,19,19,2,0,0,0,0,1,0,0,0,0
1893,52,52,1,0,0,0,0,1,0,0,0,1
1894,35,17,25,0,1,4,0,0,0,0,0,0
1895,18,18,1,0,0,0,1,0,0,0,0,1
1896,21,18,8,0,0,0,0,0,1,0,0,1
1897,24,18,8,0,0,1,0,1,0,0,0,0
1898,56,56,1,0,0,0,1,0,0,0,0,0
1899,26,18,23,0,0,1,1,0,0,0,0,1
1900,63,63,1,0,0,0,0,0,1,0,0,0
1901,42,38,11,0,0,1,0,0,1,0,0,0
1902,22,22,3,0,0,0,0,1,0,0,0,0
1903,19,19,1,0,0,0,1,0,0,0,0,0
1904,43,40,6,0,0,0,0,0,0,1,0,1
1905,24,24,1,0,0,0,0,0,0,0,0,0
1906,48,48,15,0,0,0,0,1,0,0,0,0
1907,33,19,23,0,0,4,1,0,0,0,0,0
1908,20,15,4,0,0,0,1,0,0,0,0,1
1909,42,40,3,0,0,0,0,1,0,0,0,0
1910,48,34,19,1,1,3,1,0,0,0,0,0
1911,18,18,4,0,0,0,1,0,0,0,0,1
1912,21,19,5,0,0,0,1,0,0,0,0,0
1913,23,17,9,0,0,0,1,0,0,0,0,1
1914,35,35,1,0,0,0,0,1,0,0,0,0
1915,36,36,8,0,0,0,1,0,0,0,0,1
1916,25,20,5,0,0,0,1,0,0,0,0,1
1917,38,33,3,0,0,0,0,0,0,0,0,0
1918,36,30,8,0,3,1,0,1,0,0,0,1
1919,28,19,9,0,0,1,0,1,0,0,0,0
1920,33,33,5,0,0,0,0,1,0,0,0,0
1921,42,42,3,0,0,0,0,1,0,0,0,0
1922,28,28,4,0,0,0,1,0,0,0,0,0
1923,38,38,1,0,0,0,0,0,1,0,0,0
1924,24,18,9,0,0,1,1,0,0,0,0,0
1925,46,46,2,0,0,0,0,1,0,0,0,0
1926,65,65,1,0,0,0,0,1,0,0,0,0
1927,29,18,19,0,0,0,0,1,0,0,0,0
1928,47,41,6,0,0,0,0,1,0,0,0,1
1929,28,19,12,0,0,2,1,0,0,0,0,0
1930,25,23,3,0,0,1,0,1,0,0,0,0
1931,53,53,2,0,0,0,0,1,0,0,0,0
1932,20,20,6,0,0,0,0,1,0,0,0,0
1933,39,39,1,0,0,0,0,1,0,0,0,0
1934,31,31,1,0,0,0,1,0,0,0,0,1
1935,41,41,2,0,0,0,1,0,0,0,0,0
1936,22,22,2,0,0,0,0,1,0,0,0,0
1937,29,29,2,0,0,0,1,0,0,0,0,1
1938,26,26,1,0,0,0,0,0,1,0,0,0
1939,24,17,10,0,0,2,0,0,1,0,0,1
1940,28,28,1,0,0,0,0,0,1,0,0,0
1941,21,20,3,0,0,0,1,0,0,0,0,1
1942,38,35,3,0,0,1,1,0,0,0,0,0
